watch_id,user_id,movie_id,watch_timestamp,watch_duration,device
W001277,U0070,M0086,2026-08-21 13:22:00,114,TV
W001278,U0089,M0001,2026-08-29 07:18:00,89,Web
W001279,U0130,M0094,2026-08-09 09:42:00,115,Tablet
W001280,U0103,M0064,2026-08-26 21:15:00,75,Tablet
W001281,U0172,M0028,2026-09-19 04:20:00,130,TV
W001282,U0148,M0007,2026-07-20 09:12:00,96,Tablet
W001283,U0069,M0003,2026-09-24 01:44:00,74,TV
W001284,U0094,M0005,2026-07-14 10:45:00,77,TV
W001285,U0039,M0094,2026-09-15 20:00:00,109,Mobile
W001286,U0163,M0040,2026-09-16 00:02:00,144,Tablet
W001287,U0069,M0087,2026-08-28 19:18:00,108,TV
W001288,U0104,M0063,2026-07-11 08:04:00,155,TV
W001289,U0050,M0022,2026-07-23 08:29:00,123,Tablet
W001290,U0144,M0011,2026-08-08 09:54:00,74,Mobile
W001291,U0052,M0022,2026-07-25 19:44:00,128,Web
W001292,U0169,M0031,2026-08-28 15:28:00,129,Mobile
W001293,U0185,M0012,2026-09-10 04:48:00,92,Mobile
W001294,U0081,M0088,2026-09-17 22:21:00,98,Mobile
W001295,U0105,M0010,2026-08-31 03:17:00,131,TV
W001296,U0061,M0042,2026-08-21 23:18:00,81,Mobile
W001297,U0134,M0064,2026-08-15 04:30:00,98,Mobile
W001298,U0198,M0096,2026-07-30 23:20:00,129,Tablet
W001299,U0192,M0061,2026-09-24 03:37:00,97,TV
W001300,U0055,M0081,2026-08-10 00:02:00,133,Tablet
W001301,U0066,M0019,2026-08-14 15:12:00,104,Mobile
W001302,U0082,M0004,2026-08-13 05:20:00,83,TV
W001303,U0072,M0010,2026-08-03 00:58:00,118,Web
W001304,U0006,M0045,2026-09-15 14:13:00,80,Mobile
W001305,U0177,M0058,2026-07-24 00:38:00,54,Web
W001306,U0176,M0003,2026-08-18 16:31:00,92,TV
W001307,U0114,M0003,2026-07-01 17:11:00,112,Web
W001308,U0078,M0058,2026-09-24 05:25:00,59,TV
W001309,U0077,M0043,2026-09-17 05:25:00,100,Web
W001310,U0197,M0008,2026-09-10 20:17:00,111,Mobile
W001311,U0071,M0047,2026-09-13 22:18:00,134,Tablet
W001312,U0086,M0009,2026-09-18 19:18:00,60,Mobile
W001313,U0042,M0074,2026-08-16 02:06:00,126,Web
W001314,U0117,M0010,2026-09-08 08:33:00,143,Mobile
W001315,U0165,M0035,2026-08-27 08:35:00,115,Mobile
W001316,U0103,M0038,2026-08-27 04:32:00,101,Web
W001317,U0081,M0028,2026-07-11 02:06:00,114,TV
W001318,U0153,M0010,2026-09-11 03:33:00,153,Web
W001319,U0116,M0008,2026-09-18 12:12:00,135,Web
W001320,U0073,M0042,2026-07-08 16:22:00,74,Tablet
W001321,U0095,M0034,2026-08-05 19:36:00,153,TV
W001322,U0006,M0093,2026-09-23 00:34:00,50,TV
W001323,U0023,M0012,2026-07-19 01:07:00,69,Mobile
W001324,U0103,M0007,2026-08-24 15:34:00,120,Web
W001325,U0039,M0078,2026-09-26 04:51:00,41,Mobile
W001326,U0004,M0010,2026-09-09 09:25:00,167,Tablet
W001327,U0173,M0010,2026-07-11 18:53:00,137,Web
W001328,U0074,M0010,2026-08-04 18:39:00,147,TV
W001329,U0111,M0046,2026-08-24 14:54:00,110,TV
W001330,U0108,M0028,2026-08-07 04:26:00,131,TV
W001331,U0008,M0089,2026-09-27 20:23:00,136,TV
W001332,U0095,M0003,2026-07-08 19:17:00,122,Mobile
W001333,U0121,M0009,2026-09-18 07:41:00,68,TV
W001334,U0183,M0001,2026-09-03 11:38:00,133,Tablet
W001335,U0189,M0072,2026-07-07 15:35:00,124,Web
W001336,U0061,M0005,2026-09-21 16:03:00,90,Web
W001337,U0156,M0094,2026-07-01 11:42:00,123,Web
W001338,U0102,M0001,2026-07-13 00:52:00,134,Mobile
W001339,U0149,M0032,2026-07-24 16:36:00,80,Web
W001340,U0120,M0008,2026-07-09 03:50:00,154,Web
W001341,U0182,M0002,2026-07-13 21:45:00,103,TV
W001342,U0128,M0079,2026-09-07 01:38:00,112,Web
W001343,U0111,M0085,2026-09-21 04:10:00,155,Web
W001344,U0133,M0001,2026-08-09 15:57:00,91,TV
W001345,U0081,M0003,2026-09-08 12:16:00,119,Tablet
W001346,U0014,M0032,2026-07-14 12:40:00,63,Mobile
W001347,U0059,M0029,2026-07-04 06:20:00,58,Tablet
W001348,U0112,M0093,2026-09-20 11:32:00,83,Tablet
W001349,U0011,M0002,2026-08-02 10:49:00,127,Tablet
W001350,U0127,M0080,2026-09-15 23:45:00,93,TV
W001351,U0032,M0002,2026-07-09 12:25:00,108,TV
W001352,U0192,M0080,2026-08-21 06:25:00,109,TV
W001353,U0150,M0024,2026-08-17 21:05:00,107,Mobile
W001354,U0064,M0007,2026-08-31 14:43:00,82,Mobile
W001355,U0085,M0002,2026-07-26 21:01:00,93,Tablet
W001356,U0096,M0055,2026-09-15 04:24:00,91,Web
W001357,U0040,M0022,2026-07-08 09:05:00,91,Tablet
W001358,U0117,M0073,2026-08-24 02:03:00,145,Mobile
W001359,U0085,M0074,2026-08-29 17:25:00,94,TV
W001360,U0055,M0008,2026-09-11 23:01:00,122,Web
W001361,U0083,M0039,2026-09-06 16:51:00,158,Tablet
W001362,U0024,M0009,2026-07-24 05:24:00,100,TV
W001363,U0062,M0009,2026-07-09 02:50:00,93,Tablet
W001364,U0200,M0011,2026-07-26 22:27:00,91,TV
W001365,U0031,M0093,2026-08-14 16:16:00,90,Web
W001366,U0176,M0008,2026-08-02 16:20:00,108,Mobile
W001367,U0095,M0043,2026-08-14 13:35:00,61,Web
W001368,U0145,M0009,2026-07-09 05:05:00,87,Tablet
W001369,U0095,M0036,2026-08-09 12:19:00,101,Web
W001370,U0119,M0055,2026-08-28 22:43:00,110,TV
W001371,U0127,M0056,2026-07-27 11:03:00,119,Tablet
W001372,U0077,M0012,2026-09-28 13:59:00,73,TV
W001373,U0176,M0094,2026-09-15 14:22:00,124,Mobile
W001374,U0142,M0030,2026-09-22 11:52:00,96,Mobile
W001375,U0132,M0061,2026-08-16 11:32:00,98,Web
W001376,U0091,M0071,2026-08-23 07:11:00,141,Mobile
W001377,U0197,M0009,2026-07-02 11:32:00,101,TV
W001378,U0047,M0001,2026-07-05 02:52:00,126,Mobile
W001379,U0107,M0088,2026-07-29 13:49:00,77,Tablet
W001380,U0160,M0071,2026-08-01 01:39:00,127,TV
W001381,U0055,M0035,2026-07-08 02:52:00,139,Mobile
W001382,U0112,M0077,2026-07-01 12:46:00,101,Tablet
W001383,U0030,M0054,2026-07-16 15:09:00,93,Tablet
W001384,U0169,M0006,2026-07-28 13:28:00,57,Web
W001385,U0177,M0002,2026-09-12 05:45:00,101,Mobile
W001386,U0049,M0041,2026-09-13 06:30:00,133,Mobile
W001387,U0179,M0032,2026-09-17 04:32:00,90,TV
W001388,U0167,M0064,2026-08-09 15:59:00,92,TV
W001389,U0023,M0090,2026-09-09 01:28:00,93,Mobile
W001390,U0030,M0026,2026-09-21 03:21:00,92,TV
W001391,U0190,M0003,2026-09-26 17:35:00,93,Tablet
W001392,U0150,M0065,2026-07-19 07:49:00,106,Web
W001393,U0146,M0012,2026-07-05 15:14:00,67,Tablet
W001394,U0107,M0005,2026-09-06 02:10:00,94,Web
W001395,U0010,M0001,2026-08-06 09:06:00,85,Tablet
W001396,U0060,M0064,2026-08-18 02:06:00,91,Mobile
W001397,U0109,M0002,2026-08-20 08:36:00,134,Tablet
W001398,U0122,M0093,2026-08-15 00:52:00,95,Web
W001399,U0115,M0004,2026-07-02 21:27:00,104,Tablet
W001400,U0089,M0012,2026-07-22 03:02:00,92,TV
W001401,U0151,M0009,2026-09-22 21:33:00,53,Tablet
W001402,U0034,M0091,2026-09-04 19:24:00,107,Tablet
W001403,U0107,M0008,2026-09-11 10:49:00,89,TV
W001404,U0160,M0042,2026-07-26 17:02:00,96,Mobile
W001405,U0171,M0011,2026-07-12 18:00:00,94,Tablet
W001406,U0026,M0012,2026-09-24 20:08:00,81,Tablet
W001407,U0078,M0056,2026-07-20 01:30:00,62,Web
W001408,U0067,M0006,2026-08-31 14:46:00,50,TV
W001409,U0045,M0009,2026-07-03 21:50:00,86,Mobile
W001410,U0159,M0052,2026-07-11 23:38:00,54,TV
W001411,U0125,M0068,2026-07-31 23:26:00,129,Web
W001412,U0039,M0046,2026-09-03 07:09:00,72,Mobile
W001413,U0113,M0010,2026-09-26 14:56:00,140,Mobile
W001414,U0157,M0039,2026-09-13 23:12:00,115,Mobile
W001415,U0130,M0047,2026-07-16 04:55:00,106,Web
W001416,U0041,M0090,2026-09-03 11:00:00,86,Tablet
W001417,U0196,M0011,2026-08-15 08:45:00,88,Web
W001418,U0086,M0011,2026-07-12 04:39:00,81,TV
W001419,U0113,M0012,2026-09-09 00:23:00,73,Tablet
W001420,U0088,M0087,2026-08-15 23:14:00,80,TV
W001421,U0022,M0077,2026-08-03 21:35:00,121,TV
W001422,U0039,M0008,2026-09-10 15:41:00,118,TV
W001423,U0036,M0007,2026-08-07 15:06:00,120,Web
W001424,U0008,M0007,2026-07-14 06:02:00,74,Mobile
W001425,U0184,M0094,2026-07-08 17:12:00,114,TV
W001426,U0112,M0061,2026-08-05 19:06:00,121,Mobile
W001427,U0170,M0013,2026-09-21 03:33:00,46,Web
W001428,U0108,M0005,2026-09-19 15:01:00,64,Web
W001429,U0185,M0096,2026-09-21 18:14:00,119,TV
W001430,U0180,M0011,2026-08-10 14:42:00,115,TV
W001431,U0140,M0007,2026-09-02 11:38:00,75,Tablet
W001432,U0199,M0042,2026-09-19 04:31:00,113,Web
W001433,U0022,M0056,2026-08-18 22:02:00,111,TV
W001434,U0134,M0081,2026-07-20 10:54:00,153,Mobile
W001435,U0131,M0100,2026-08-17 10:52:00,118,Mobile
W001436,U0008,M0073,2026-07-22 23:12:00,159,Web
W001437,U0186,M0004,2026-09-28 20:02:00,59,Web
W001438,U0067,M0011,2026-08-02 06:21:00,88,Mobile
W001439,U0013,M0090,2026-08-10 20:16:00,104,Tablet
W001440,U0087,M0056,2026-09-12 07:23:00,154,TV
W001441,U0090,M0089,2026-07-26 21:34:00,122,TV
W001442,U0183,M0010,2026-08-17 07:13:00,107,TV
W001443,U0027,M0003,2026-08-17 00:12:00,68,Web
W001444,U0117,M0090,2026-07-14 08:09:00,96,Tablet
W001445,U0106,M0048,2026-07-09 09:31:00,117,Tablet
W001446,U0055,M0009,2026-07-08 02:33:00,95,Web
W001447,U0174,M0011,2026-08-23 13:01:00,60,Web
W001448,U0150,M0012,2026-08-27 22:22:00,60,Tablet
W001449,U0113,M0002,2026-09-05 14:27:00,134,TV
W001450,U0130,M0006,2026-08-14 02:59:00,68,Tablet
W001451,U0034,M0001,2026-09-02 05:05:00,113,TV
W001452,U0144,M0001,2026-09-22 21:28:00,129,Mobile
W001453,U0155,M0002,2026-07-11 01:01:00,121,Mobile
W001454,U0134,M0014,2026-07-11 17:12:00,114,Web
W001455,U0079,M0003,2026-07-28 14:28:00,96,TV
W001456,U0037,M0008,2026-07-05 10:16:00,140,Web
W001457,U0073,M0051,2026-07-17 15:56:00,140,Mobile
W001458,U0141,M0002,2026-07-07 03:35:00,85,Mobile
W001459,U0107,M0010,2026-08-22 03:52:00,128,Web
W001460,U0097,M0007,2026-09-14 22:54:00,111,TV
W001461,U0196,M0006,2026-08-15 22:40:00,54,Tablet
W001462,U0039,M0007,2026-07-09 03:06:00,70,Tablet
W001463,U0100,M0055,2026-09-20 22:36:00,98,Tablet
W001464,U0189,M0083,2026-08-28 19:01:00,116,Mobile
W001465,U0043,M0006,2026-08-22 01:32:00,52,Web
W001466,U0144,M0092,2026-08-28 14:39:00,80,Mobile
W001467,U0050,M0030,2026-09-26 03:14:00,66,Tablet
W001468,U0129,M0076,2026-07-11 22:45:00,115,TV
W001469,U0005,M0076,2026-09-10 14:41:00,129,Tablet
W001470,U0022,M0005,2026-08-06 13:44:00,112,Mobile
W001471,U0126,M0095,2026-07-31 22:38:00,107,Web
W001472,U0098,M0067,2026-07-09 06:50:00,112,Mobile
W001473,U0026,M0022,2026-07-26 23:21:00,127,Mobile
W001474,U0040,M0098,2026-09-25 16:02:00,127,Tablet
W001475,U0174,M0027,2026-07-06 08:41:00,61,Mobile
W001476,U0183,M0047,2026-07-28 03:02:00,120,Tablet
W001477,U0026,M0099,2026-07-13 23:12:00,76,Tablet
W001478,U0031,M0021,2026-07-19 10:29:00,80,TV
W001479,U0193,M0062,2026-08-14 20:55:00,87,Mobile
W001480,U0069,M0061,2026-07-29 23:24:00,104,Tablet
W001481,U0142,M0001,2026-07-06 22:59:00,90,TV
W001482,U0005,M0073,2026-08-20 10:23:00,139,Mobile
W001483,U0064,M0099,2026-07-28 17:26:00,72,TV
W001484,U0037,M0008,2026-08-19 04:36:00,128,TV
W001485,U0063,M0004,2026-09-26 12:06:00,105,Mobile
W001486,U0119,M0089,2026-08-29 10:37:00,128,TV
W001487,U0001,M0056,2026-09-23 23:16:00,139,Web
W001488,U0175,M0006,2026-08-01 23:41:00,67,TV
W001489,U0150,M0085,2026-07-05 03:21:00,149,Mobile
W001490,U0077,M0049,2026-08-05 23:33:00,103,Mobile
W001491,U0036,M0079,2026-09-18 22:37:00,74,Web
W001492,U0175,M0011,2026-08-27 19:32:00,99,Web
W001493,U0193,M0012,2026-07-25 20:24:00,73,Web
W001494,U0054,M0011,2026-09-26 06:57:00,115,Web
W001495,U0005,M0004,2026-08-28 20:10:00,110,Mobile
W001496,U0003,M0024,2026-08-07 14:34:00,94,Tablet
W001497,U0196,M0001,2026-08-18 23:33:00,140,Mobile
W001498,U0138,M0017,2026-09-20 05:51:00,107,Tablet
W001499,U0173,M0004,2026-08-02 03:07:00,106,Web
W001500,U0100,M0026,2026-09-15 09:08:00,84,Mobile
W001501,U0032,M0012,2026-08-03 17:19:00,89,TV
W001502,U0191,M0082,2026-09-08 00:47:00,70,Web
W001503,U0175,M0007,2026-07-18 10:21:00,114,Web
W001504,U0184,M0054,2026-07-22 07:44:00,117,Tablet
W001505,U0093,M0053,2026-07-26 13:19:00,60,TV
W001506,U0002,M0036,2026-09-28 14:09:00,108,Tablet
W001507,U0029,M0083,2026-08-21 19:13:00,91,TV
W001508,U0169,M0030,2026-07-06 22:46:00,77,TV
W001509,U0191,M0058,2026-07-12 14:22:00,68,TV
W001510,U0134,M0076,2026-07-18 11:06:00,143,Mobile
W001511,U0178,M0070,2026-08-31 22:58:00,66,Tablet
W001512,U0165,M0024,2026-09-16 17:17:00,98,Web
W001513,U0111,M0001,2026-07-25 22:38:00,124,Tablet
W001514,U0093,M0085,2026-09-19 10:41:00,153,TV
W001515,U0013,M0078,2026-09-22 14:15:00,53,Mobile
W001516,U0101,M0035,2026-07-31 11:10:00,149,Mobile
W001517,U0147,M0098,2026-09-06 02:58:00,121,Mobile
W001518,U0064,M0036,2026-07-15 23:18:00,134,Web
W001519,U0080,M0069,2026-08-26 23:30:00,61,Tablet
W001520,U0007,M0007,2026-09-15 12:07:00,90,Web
W001521,U0064,M0027,2026-08-13 02:32:00,74,Mobile
W001522,U0086,M0062,2026-09-24 21:12:00,124,Mobile
W001523,U0199,M0005,2026-09-08 13:11:00,103,Mobile
W001524,U0022,M0064,2026-09-22 10:35:00,99,Mobile
W001525,U0097,M0096,2026-09-20 00:25:00,141,TV
W001526,U0016,M0007,2026-07-05 23:41:00,88,Web
W001527,U0157,M0002,2026-07-06 23:43:00,109,Mobile
W001528,U0076,M0012,2026-08-06 13:29:00,75,Mobile
W001529,U0159,M0010,2026-07-22 05:14:00,156,Mobile
W001530,U0117,M0008,2026-08-12 06:04:00,112,Tablet
W001531,U0159,M0100,2026-07-31 21:54:00,116,Mobile
W001532,U0117,M0004,2026-08-23 12:05:00,66,TV
W001533,U0028,M0037,2026-07-02 02:50:00,86,TV
W001534,U0147,M0098,2026-08-28 00:20:00,113,Web
W001535,U0091,M0008,2026-08-13 19:37:00,133,TV
W001536,U0036,M0075,2026-07-06 12:08:00,70,TV
W001537,U0080,M0004,2026-08-16 16:56:00,114,Web
W001538,U0150,M0015,2026-07-14 10:01:00,84,Tablet
W001539,U0080,M0004,2026-07-27 11:50:00,87,TV
W001540,U0015,M0062,2026-08-16 03:47:00,110,Mobile
W001541,U0109,M0005,2026-07-18 18:52:00,112,TV
W001542,U0018,M0003,2026-07-18 05:39:00,93,Tablet
W001543,U0178,M0008,2026-08-24 14:12:00,124,Web
W001544,U0158,M0089,2026-08-08 02:39:00,105,Web
W001545,U0042,M0048,2026-08-11 08:26:00,117,Tablet
W001546,U0057,M0011,2026-08-28 03:24:00,61,TV
W001547,U0178,M0058,2026-08-12 11:09:00,59,Web
W001548,U0190,M0004,2026-07-19 16:31:00,79,Tablet
W001549,U0048,M0031,2026-08-03 00:35:00,135,Mobile
W001550,U0037,M0089,2026-08-10 02:05:00,139,TV
W001551,U0162,M0001,2026-07-04 23:54:00,121,Web
W001552,U0045,M0048,2026-09-19 14:08:00,89,Web
W001553,U0185,M0025,2026-07-31 22:20:00,88,TV
W001554,U0006,M0031,2026-09-15 17:18:00,107,Web
W001555,U0026,M0083,2026-09-14 16:19:00,95,Mobile
W001556,U0087,M0043,2026-07-28 18:26:00,62,Tablet
W001557,U0062,M0006,2026-09-12 16:21:00,66,Tablet
W001558,U0183,M0079,2026-07-11 18:51:00,104,TV
W001559,U0034,M0038,2026-07-18 10:44:00,65,Web
W001560,U0154,M0007,2026-09-27 22:14:00,87,TV
W001561,U0012,M0037,2026-09-16 18:32:00,61,Web
W001562,U0064,M0011,2026-08-27 07:04:00,82,Web
W001563,U0033,M0007,2026-07-20 01:05:00,89,Mobile
W001564,U0043,M0003,2026-09-07 09:15:00,66,Web
W001565,U0128,M0001,2026-07-17 07:01:00,101,Tablet
W001566,U0184,M0010,2026-08-13 02:56:00,151,Web
W001567,U0149,M0010,2026-08-28 01:57:00,156,Mobile
W001568,U0054,M0048,2026-09-20 10:54:00,79,TV
W001569,U0116,M0056,2026-08-06 00:51:00,130,Tablet
W001570,U0147,M0016,2026-09-24 03:37:00,151,Web
W001571,U0066,M0035,2026-07-13 05:26:00,139,Web
W001572,U0059,M0066,2026-08-12 08:21:00,106,Web
W001573,U0110,M0011,2026-08-12 13:22:00,73,Tablet
W001574,U0082,M0075,2026-08-04 19:18:00,96,Mobile
W001575,U0046,M0007,2026-07-22 06:43:00,92,Mobile
W001576,U0076,M0040,2026-09-10 12:45:00,145,Web
W001577,U0059,M0090,2026-07-11 19:03:00,117,TV
W001578,U0086,M0041,2026-08-31 10:47:00,126,Web
W001579,U0065,M0095,2026-09-06 19:56:00,135,Web
W001580,U0049,M0006,2026-09-16 19:46:00,49,Web
W001581,U0003,M0089,2026-07-26 15:42:00,152,Tablet
W001582,U0104,M0055,2026-08-12 23:06:00,87,TV
W001583,U0102,M0052,2026-07-21 15:43:00,67,TV
W001584,U0133,M0008,2026-09-04 18:20:00,124,Tablet
W001585,U0088,M0061,2026-07-29 11:55:00,116,Tablet
W001586,U0054,M0012,2026-08-10 22:58:00,56,Mobile
W001587,U0096,M0012,2026-08-22 13:35:00,82,Mobile
W001588,U0128,M0005,2026-07-31 22:21:00,76,TV
W001589,U0108,M0005,2026-09-01 10:04:00,87,Web
W001590,U0084,M0090,2026-08-21 15:53:00,82,Mobile
W001591,U0036,M0014,2026-09-27 22:49:00,113,Tablet
W001592,U0098,M0040,2026-09-25 08:27:00,133,Tablet
W001593,U0017,M0002,2026-07-18 03:25:00,88,Tablet
W001594,U0164,M0096,2026-07-09 11:41:00,140,TV
W001595,U0027,M0026,2026-07-03 22:02:00,98,Mobile
W001596,U0048,M0042,2026-07-07 07:48:00,66,Tablet
W001597,U0073,M0046,2026-07-22 05:04:00,97,Tablet
W001598,U0015,M0005,2026-08-17 04:44:00,108,Mobile
W001599,U0044,M0003,2026-09-17 06:03:00,112,Mobile
W001600,U0034,M0007,2026-08-13 12:45:00,83,Mobile
W001601,U0100,M0041,2026-07-12 19:50:00,135,Tablet
W001602,U0041,M0099,2026-08-23 11:23:00,79,TV
W001603,U0129,M0010,2026-07-26 01:42:00,152,Tablet
W001604,U0017,M0009,2026-08-25 01:18:00,104,TV
W001605,U0135,M0009,2026-09-21 20:35:00,62,Tablet
W001606,U0148,M0057,2026-09-06 02:38:00,80,Mobile
W001607,U0074,M0002,2026-08-01 13:33:00,95,Web
W001608,U0101,M0025,2026-08-07 18:41:00,53,TV
W001609,U0046,M0002,2026-08-11 16:08:00,84,Mobile
W001610,U0101,M0075,2026-07-22 19:37:00,107,TV
W001611,U0071,M0090,2026-08-30 16:20:00,137,TV
W001612,U0127,M0003,2026-09-08 08:18:00,83,Mobile
W001613,U0095,M0030,2026-09-07 18:11:00,99,Web
W001614,U0105,M0006,2026-07-16 00:05:00,92,Web
W001615,U0054,M0011,2026-07-05 01:30:00,82,Tablet
W001616,U0098,M0011,2026-09-06 21:34:00,91,Tablet
W001617,U0050,M0008,2026-07-04 10:31:00,145,TV
W001618,U0084,M0001,2026-08-14 02:58:00,109,Tablet
W001619,U0018,M0055,2026-08-19 22:03:00,100,Tablet
W001620,U0036,M0005,2026-09-13 16:14:00,63,Web
W001621,U0042,M0028,2026-09-15 07:43:00,110,Web
W001622,U0032,M0012,2026-07-16 07:59:00,72,Mobile
W001623,U0172,M0044,2026-08-31 15:45:00,76,TV
W001624,U0056,M0033,2026-09-20 06:06:00,93,TV
W001625,U0114,M0008,2026-09-15 03:21:00,121,Mobile
W001626,U0100,M0093,2026-08-10 09:54:00,64,Mobile
W001627,U0154,M0018,2026-07-05 10:18:00,71,TV
W001628,U0096,M0063,2026-07-19 04:52:00,101,Mobile
W001629,U0005,M0003,2026-07-03 13:02:00,113,TV
W001630,U0175,M0050,2026-07-21 01:50:00,131,Mobile
W001631,U0171,M0021,2026-09-04 21:37:00,81,Mobile
W001632,U0084,M0001,2026-08-21 03:49:00,125,TV
W001633,U0160,M0042,2026-09-24 01:04:00,47,Mobile
W001634,U0060,M0050,2026-07-10 15:18:00,121,Web
W001635,U0083,M0029,2026-07-02 08:45:00,56,Tablet
W001636,U0055,M0003,2026-07-21 00:48:00,106,Mobile
W001637,U0169,M0083,2026-08-29 03:49:00,99,TV
W001638,U0106,M0095,2026-09-08 20:43:00,121,Tablet
W001639,U0027,M0023,2026-07-23 22:22:00,132,Tablet
W001640,U0174,M0009,2026-07-31 05:22:00,74,TV
W001641,U0163,M0098,2026-09-28 00:31:00,129,Web
W001642,U0005,M0005,2026-08-04 19:18:00,70,TV
W001643,U0129,M0052,2026-07-22 04:08:00,89,Mobile
W001644,U0080,M0062,2026-09-06 03:59:00,112,Tablet
W001645,U0194,M0065,2026-08-26 09:53:00,114,Tablet
W001646,U0076,M0044,2026-07-14 19:19:00,84,Tablet
W001647,U0053,M0063,2026-07-22 16:03:00,153,Tablet
W001648,U0190,M0004,2026-07-13 05:18:00,77,Web
W001649,U0082,M0058,2026-08-17 09:51:00,74,Web
W001650,U0193,M0005,2026-07-21 20:16:00,69,Web
W001651,U0088,M0065,2026-07-19 17:36:00,68,TV
W001652,U0176,M0054,2026-08-25 08:20:00,94,Tablet
W001653,U0134,M0100,2026-07-17 16:57:00,129,Tablet
W001654,U0018,M0039,2026-07-05 17:49:00,123,TV
W001655,U0053,M0005,2026-07-09 08:27:00,97,TV
W001656,U0061,M0011,2026-07-08 02:45:00,109,Tablet
W001657,U0186,M0003,2026-07-29 08:24:00,103,Tablet
W001658,U0046,M0068,2026-07-28 14:08:00,132,Web
W001659,U0148,M0005,2026-09-27 02:01:00,77,Tablet
W001660,U0021,M0008,2026-08-06 05:58:00,125,Tablet
W001661,U0043,M0010,2026-08-10 04:12:00,113,Tablet
W001662,U0195,M0015,2026-09-13 14:27:00,103,Tablet
W001663,U0006,M0012,2026-08-08 21:39:00,90,Web
W001664,U0153,M0014,2026-08-20 07:43:00,74,TV
W001665,U0066,M0006,2026-08-12 04:51:00,69,Tablet
W001666,U0019,M0011,2026-07-13 10:31:00,103,Tablet
W001667,U0051,M0020,2026-09-22 09:19:00,126,Web
W001668,U0126,M0012,2026-09-23 06:12:00,74,Tablet
W001669,U0102,M0003,2026-08-04 22:56:00,71,Mobile
W001670,U0105,M0052,2026-09-22 21:16:00,71,Mobile
W001671,U0099,M0024,2026-07-18 16:17:00,109,Web
W001672,U0131,M0007,2026-08-27 19:08:00,48,Web
W001673,U0179,M0026,2026-08-29 05:55:00,73,TV
W001674,U0063,M0008,2026-07-04 03:22:00,148,Web
W001675,U0162,M0021,2026-09-02 11:38:00,67,Tablet
W001676,U0175,M0011,2026-07-24 03:30:00,80,TV
W001677,U0155,M0023,2026-07-02 02:57:00,115,Tablet
W001678,U0102,M0019,2026-08-17 04:45:00,137,TV
W001679,U0109,M0025,2026-09-14 12:36:00,55,Tablet
W001680,U0151,M0093,2026-09-05 19:18:00,93,Tablet
W001681,U0193,M0077,2026-07-10 22:42:00,105,Web
W001682,U0037,M0078,2026-09-07 03:37:00,47,TV
W001683,U0192,M0008,2026-09-02 15:00:00,117,Tablet
W001684,U0001,M0016,2026-07-07 08:34:00,170,Tablet
W001685,U0135,M0006,2026-08-29 13:49:00,69,TV
W001686,U0096,M0036,2026-09-03 02:00:00,125,TV
W001687,U0051,M0006,2026-07-17 13:33:00,65,TV
W001688,U0048,M0043,2026-07-06 08:50:00,77,TV
W001689,U0195,M0034,2026-07-24 14:33:00,157,Tablet
W001690,U0161,M0062,2026-09-18 00:57:00,104,TV
W001691,U0021,M0086,2026-07-08 19:13:00,97,Web
W001692,U0008,M0061,2026-08-13 11:58:00,116,Tablet
W001693,U0173,M0031,2026-07-01 20:46:00,146,Mobile
W001694,U0171,M0067,2026-07-09 19:33:00,116,TV
W001695,U0134,M0025,2026-08-04 04:39:00,38,Web
W001696,U0125,M0006,2026-09-07 21:29:00,42,Web
W001697,U0155,M0012,2026-07-31 15:12:00,45,Web
W001698,U0062,M0001,2026-08-30 12:53:00,136,Tablet
W001699,U0097,M0027,2026-09-27 18:35:00,63,Mobile
W001700,U0001,M0002,2026-09-18 05:43:00,117,Tablet
W001701,U0186,M0007,2026-07-03 08:05:00,64,Web
W001702,U0180,M0068,2026-08-03 12:50:00,100,Tablet
W001703,U0159,M0007,2026-08-16 20:50:00,83,Web
W001704,U0005,M0008,2026-09-18 12:02:00,142,Mobile
W001705,U0189,M0007,2026-08-31 16:57:00,70,Tablet
W001706,U0190,M0020,2026-08-01 16:56:00,134,Tablet
W001707,U0122,M0029,2026-09-05 20:03:00,50,TV
W001708,U0134,M0010,2026-07-03 21:20:00,152,TV
W001709,U0128,M0042,2026-07-28 10:18:00,113,Tablet
W001710,U0044,M0004,2026-09-25 22:20:00,36,Mobile
W001711,U0124,M0064,2026-07-23 03:37:00,96,Mobile
W001712,U0028,M0003,2026-09-04 03:36:00,125,Mobile
W001713,U0042,M0008,2026-09-21 03:51:00,125,Web
W001714,U0171,M0007,2026-09-25 14:35:00,103,Mobile
W001715,U0171,M0005,2026-09-22 23:44:00,59,Mobile
W001716,U0178,M0011,2026-09-18 08:46:00,83,TV
W001717,U0148,M0057,2026-08-28 14:48:00,67,Tablet
W001718,U0168,M0011,2026-09-12 14:04:00,115,TV
W001719,U0058,M0073,2026-07-11 12:43:00,135,Web
W001720,U0190,M0032,2026-09-06 18:38:00,78,Mobile
W001721,U0147,M0012,2026-07-12 14:20:00,92,Mobile
W001722,U0080,M0061,2026-08-23 17:00:00,70,TV
W001723,U0100,M0004,2026-07-30 02:16:00,93,TV
W001724,U0134,M0049,2026-07-10 16:50:00,53,Tablet
W001725,U0003,M0011,2026-07-29 18:09:00,115,TV
W001726,U0128,M0009,2026-07-14 10:03:00,104,Web
